"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0S950","2020-02-12 18:00:00","415.000","44.000","0.300","19.400","0.970","971.000","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0A880","2020-02-12 18:00:00","6.000","181.000","3.000","22.300","0.810","-99.000","","0.000","-99.000","-99.000","-99.000","25.300","","20.100",""
"C0I530","2020-02-12 18:00:00","3014.000","-99.000","-99.000","4.300","0.930","703.100","","0.000","-99.000","-99.000","-99.000","7.300","","1.300",""
"C0M670","2020-02-12 18:00:00","43.000","21.000","1.800","24.800","0.620","1010.700","","0.000","-99.000","-99.000","-99.000","29.900","","16.600",""
"C0Z061","2020-02-12 18:00:00","174.000","115.000","0.600","21.300","0.900","1001.200","","0.000","-99.000","-99.000","-99.000","26.900","","14.400",""
"C0M730","2020-02-12 18:00:00","40.000","0.000","0.000","26.500","0.610","1010.700","","0.000","-99.000","-99.000","-99.000","29.900","","16.900",""
"C0U750","2020-02-12 18:00:00","398.000","195.000","4.300","18.600","1.000","972.300","","0.000","-99.000","-99.000","-99.000","21.300","","16.100",""
"C0A650","2020-02-12 18:00:00","287.000","0.000","0.000","18.600","0.960","984.800","","0.000","-99.000","-99.000","-99.000","25.700","","11.100",""
"C0K400","2020-02-12 18:00:00","65.000","355.000","1.500","23.900","0.620","1009.500","","0.000","-99.000","-99.000","-99.000","28.100","","16.200",""
"C0I370","2020-02-12 18:00:00","671.000","239.000","0.300","21.100","0.580","942.000","","0.000","-99.000","-99.000","-99.000","26.000","","12.600",""
"C0S750","2020-02-12 18:00:00","2280.000","275.000","0.300","9.200","1.000","776.800","","0.500","-99.000","-99.000","-99.000","15.700","","6.800",""
"C0R650","2020-02-12 18:00:00","29.000","203.000","5.100","26.300","0.620","1013.200","","0.000","10.900","208.000","","29.000","","16.700",""
"C0E740","2020-02-12 18:00:00","27.000","221.000","0.700","19.900","0.820","1008.800","","0.000","-99.000","-99.000","-99.000","26.000","","14.500",""
"C0AI20","2020-02-12 18:00:00","25.000","74.000","1.000","19.300","0.710","1014.700","","0.000","-99.000","-99.000","-99.000","19.700","","14.400",""
"C0E550","2020-02-12 18:00:00","84.000","0.000","0.000","20.300","0.670","1007.200","","0.000","-99.000","-99.000","-99.000","26.000","","14.500",""
"C0X060","2020-02-12 18:00:00","19.000","213.000","4.100","25.100","0.670","1015.300","","0.000","-99.000","-99.000","-99.000","30.300","","14.100",""
"C0R510","2020-02-12 18:00:00","31.000","198.000","5.100","25.900","0.600","1012.400","","0.000","13.200","191.000","","28.800","","17.800",""
"C0AC60","2020-02-12 18:00:00","55.000","0.000","0.000","23.600","0.500","1010.800","","0.000","-99.000","-99.000","-99.000","28.200","","14.300",""
"C0UA70","2020-02-12 18:00:00","547.000","147.000","1.100","18.200","0.990","956.600","","0.000","7.400","160.000","","22.200","","15.200",""
"C0G740","2020-02-12 18:00:00","24.000","355.000","1.100","22.400","0.660","1014.000","","0.000","-99.000","-99.000","-99.000","26.300","","16.400",""
"C0F9N0","2020-02-12 18:00:00","75.000","9.000","0.800","25.000","0.500","1007.800","","0.000","-99.000","-99.000","-99.000","28.800","","17.300",""
"C0F9T0","2020-02-12 18:00:00","111.000","337.000","1.400","22.200","0.570","1003.700","","0.000","-99.000","-99.000","-99.000","28.000","","17.000",""
"C0S710","2020-02-12 18:00:00","382.000","193.000","0.400","19.200","0.900","976.200","","0.000","-99.000","-99.000","-99.000","24.100","","14.100",""
"C0M680","2020-02-12 18:00:00","37.000","217.000","1.100","25.500","0.670","1013.200","","0.000","-99.000","-99.000","-99.000","29.300","","16.700",""
"C0X220","2020-02-12 18:00:00","26.000","216.000","3.300","24.400","0.710","1012.700","","0.000","-99.000","-99.000","-99.000","28.400","","16.200",""
"C0R560","2020-02-12 18:00:00","22.000","150.000","2.700","25.300","0.660","1013.800","","0.000","9.400","137.000","","28.400","","17.800",""
"C0F9P0","2020-02-12 18:00:00","26.000","36.000","2.200","21.200","0.690","1014.600","","0.000","-99.000","-99.000","-99.000","24.500","","16.600",""
"C0O970","2020-02-12 18:00:00","71.000","194.000","2.100","25.400","0.640","1008.200","","0.000","-99.000","-99.000","-99.000","31.500","","15.700",""
"C0F0B0","2020-02-12 18:00:00","311.000","235.000","1.300","21.500","0.610","981.300","","0.000","-99.000","-99.000","-99.000","26.400","","13.700",""
"C0R700","2020-02-12 18:00:00","19.000","85.000","3.800","24.400","0.690","1015.100","","0.000","-99.000","-99.000","-99.000","27.800","","22.400",""
"C0R620","2020-02-12 18:00:00","34.000","98.000","2.700","23.900","0.850","1014.600","","0.000","-99.000","-99.000","-99.000","25.600","","22.700",""
"C0C660","2020-02-12 18:00:00","176.000","31.000","1.600","21.100","0.610","997.200","","0.000","-99.000","-99.000","-99.000","25.400","","15.100",""
"C0SA10","2020-02-12 18:00:00","411.000","155.000","0.900","19.500","0.950","972.400","","0.000","-99.000","-99.000","-99.000","27.900","","16.800",""
"C0M740","2020-02-12 18:00:00","15.000","224.000","3.600","25.200","0.680","1013.500","","0.000","-99.000","-99.000","-99.000","28.000","","16.400",""
"C0K460","2020-02-12 18:00:00","60.000","3.000","2.700","24.000","0.640","1008.600","","0.000","-99.000","-99.000","-99.000","28.200","","16.700",""
"C0X100","2020-02-12 18:00:00","10.000","186.000","3.000","25.700","0.610","1013.200","","0.000","9.100","183.000","","28.100","","18.700",""
"C0K560","2020-02-12 18:00:00","117.000","350.000","0.800","24.200","0.600","1003.600","","0.000","-99.000","-99.000","-99.000","29.400","","15.500",""
"C0R150","2020-02-12 18:00:00","105.000","252.000","0.300","26.000","0.580","1002.600","","0.000","-99.000","-99.000","-99.000","31.500","","17.800",""
"C0S690","2020-02-12 18:00:00","522.000","168.000","0.300","19.000","0.980","959.600","","0.000","-99.000","-99.000","-99.000","27.000","","16.500",""
"C0U870","2020-02-12 18:00:00","474.000","9.000","0.400","18.800","0.870","964.700","","0.000","-99.000","-99.000","-99.000","22.900","","15.400",""
"C0A520","2020-02-12 18:00:00","48.000","0.000","0.000","22.900","0.610","1011.800","","0.000","-99.000","-99.000","-99.000","27.000","","14.400",""
"C0X130","2020-02-12 18:00:00","27.000","235.000","2.000","26.300","0.640","1011.900","","0.000","-99.000","-99.000","-99.000","29.900","","17.000",""
"C0V400","2020-02-12 18:00:00","56.000","199.000","4.000","25.800","0.650","1008.600","","0.000","-99.000","-99.000","-99.000","28.800","","17.400",""
"C0UA40","2020-02-12 18:00:00","1121.000","201.000","1.400","15.200","0.990","893.400","","1.000","-99.000","-99.000","-99.000","19.100","","11.500",""
"C0G720","2020-02-12 18:00:00","50.000","359.000","0.900","23.400","0.600","1010.400","","0.000","-99.000","-99.000","-99.000","27.800","","16.500",""
"C0G890","2020-02-12 18:00:00","24.000","21.000","2.400","21.800","0.620","1013.600","","0.000","-99.000","-99.000","-99.000","26.100","","16.900",""
"C0I540","2020-02-12 18:00:00","3344.000","-99.000","-99.000","2.500","1.000","684.200","","-99.000","-99.000","-99.000","-99.000","6.600","","-0.200",""
"C0K390","2020-02-12 18:00:00","31.000","14.000","1.900","23.600","0.710","1012.800","","0.000","-99.000","-99.000","-99.000","27.800","","16.500",""
"C0T9A0","2020-02-12 18:00:00","498.000","161.000","1.600","18.300","0.990","962.000","","0.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0AH40","2020-02-12 18:00:00","426.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X280","2020-02-12 18:00:00","22.000","207.000","4.800","24.700","0.720","1013.600","","0.000","-99.000","-99.000","-99.000","28.200","","16.300",""
"C0V620","2020-02-12 18:00:00","18.000","176.000","4.400","25.100","0.670","1013.700","","0.000","-99.000","-99.000","-99.000","27.100","","17.500",""
"C0H960","2020-02-12 18:00:00","120.000","57.000","0.500","24.500","0.530","1001.600","","0.000","-99.000","-99.000","-99.000","28.600","","16.300",""
"C0M530","2020-02-12 18:00:00","1385.000","146.000","0.400","15.100","0.850","871.600","","0.000","-99.000","-99.000","-99.000","20.400","","11.700",""
"C0R170","2020-02-12 18:00:00","26.000","221.000","1.800","25.700","0.600","1012.700","","0.000","-99.000","-99.000","-99.000","29.500","","16.900",""
"C0I420","2020-02-12 18:00:00","305.000","177.000","1.200","23.600","0.590","981.400","","0.000","-99.000","-99.000","-99.000","27.900","","14.200",""
"C0A640","2020-02-12 18:00:00","241.000","0.000","0.000","20.600","0.760","991.700","","0.000","-99.000","-99.000","-99.000","27.400","","14.200",""
"C0A930","2020-02-12 18:00:00","216.000","0.000","0.000","17.900","0.870","991.200","","0.000","-99.000","-99.000","-99.000","24.100","","13.500",""
"C0F9M0","2020-02-12 18:00:00","230.000","346.000","0.800","21.500","0.560","990.200","","0.000","-99.000","-99.000","-99.000","26.900","","15.600",""
"C0AC40","2020-02-12 18:00:00","1079.000","155.000","1.000","15.300","0.780","896.900","","0.000","-99.000","-99.000","-99.000","20.500","","11.000",""
"C0AI00","2020-02-12 18:00:00","188.000","324.000","2.900","19.800","0.690","996.400","","0.000","-99.000","-99.000","-99.000","27.800","","15.100",""
"C0T9M0","2020-02-12 18:00:00","92.000","213.000","1.800","21.000","0.940","1009.700","","5.500","-99.000","-99.000","-99.000","26.500","","16.900",""
"C0S960","2020-02-12 18:00:00","32.000","186.000","2.100","22.100","0.900","1014.700","","0.000","-99.000","-99.000","-99.000","26.000","","19.100",""
"C0K430","2020-02-12 18:00:00","30.000","306.000","1.500","23.500","0.780","1013.900","","0.000","-99.000","-99.000","-99.000","26.900","","16.100",""
"C0Z170","2020-02-12 18:00:00","199.000","245.000","1.200","20.800","0.910","997.000","","0.000","-99.000","-99.000","-99.000","25.500","","14.600",""
"C0Z100","2020-02-12 18:00:00","36.000","161.000","0.400","22.900","0.800","1015.500","","0.000","-99.000","-99.000","-99.000","27.800","","15.500",""
"C0U710","2020-02-12 18:00:00","1942.000","273.000","0.300","9.600","0.990","811.000","","0.000","-99.000","-99.000","-99.000","15.600","","6.100",""
"C0SA30","2020-02-12 18:00:00","92.000","226.000","2.400","21.600","0.870","1008.900","","0.500","-99.000","-99.000","-99.000","25.400","","19.800",""
"C0V500","2020-02-12 18:00:00","6.000","169.000","1.500","25.300","0.720","1013.600","","0.000","-99.000","-99.000","-99.000","28.600","","19.700",""
"CM0160","2020-02-12 18:00:00","159.000","21.000","2.300","23.300","0.560","999.500","","0.000","-99.000","-99.000","-99.000","32.000","","15.100",""
"C0V350","2020-02-12 18:00:00","36.000","205.000","2.800","25.700","0.660","1012.600","","0.000","8.300","207.000","","30.300","","15.500",""
"C0W120","2020-02-12 18:00:00","58.000","-99.000","-99.000","22.700","0.850","1010.100","","0.000","-99.000","-99.000","-99.000","26.200","","17.400",""
"C0R470","2020-02-12 18:00:00","103.000","248.000","0.800","26.400","0.610","1004.500","","0.000","-99.000","-99.000","-99.000","29.900","","17.700",""
"C0M770","2020-02-12 18:00:00","164.000","62.000","1.300","24.000","0.620","997.100","","0.000","-99.000","-99.000","-99.000","28.700","","16.600",""
"C0S930","2020-02-12 18:00:00","248.000","240.000","0.500","20.700","0.900","990.700","","0.000","-99.000","-99.000","-99.000","24.400","","15.800",""
"C0F9Y0","2020-02-12 18:00:00","3313.000","216.000","5.600","2.700","0.830","687.000","","0.000","12.300","209.000","","12.400","","2.200",""
"C0E790","2020-02-12 18:00:00","344.000","271.000","0.300","21.300","0.660","977.000","","0.000","-99.000","-99.000","-99.000","26.300","","14.800",""
"C0O810","2020-02-12 18:00:00","161.000","230.000","0.600","25.400","0.720","998.500","","0.000","-99.000","-99.000","-99.000","29.900","","15.800",""
"C0R520","2020-02-12 18:00:00","18.000","180.000","3.400","25.900","0.690","1013.700","","0.000","13.000","181.000","","28.300","","17.600",""
"C0G880","2020-02-12 18:00:00","92.000","327.000","1.400","23.700","0.580","1006.000","","0.000","-99.000","-99.000","-99.000","28.800","","17.200",""
"C0R260","2020-02-12 18:00:00","76.000","174.000","1.800","25.300","0.630","1007.200","","0.000","-99.000","-99.000","-99.000","32.300","","18.200",""
"C0U950","2020-02-12 18:00:00","1012.000","134.000","4.600","15.400","1.000","906.500","","0.000","-99.000","-99.000","-99.000","17.800","","11.400",""
"C0O860","2020-02-12 18:00:00","38.000","191.000","1.000","26.400","0.630","1010.800","","0.000","-99.000","-99.000","-99.000","29.800","","16.300",""
"C0R320","2020-02-12 18:00:00","7.000","86.000","3.000","22.900","0.840","1016.600","","0.000","-99.000","-99.000","-99.000","26.700","","21.100",""
"C0S980","2020-02-12 18:00:00","901.000","0.000","0.100","17.000","1.000","917.500","","1.000","-99.000","-99.000","-99.000","23.300","","14.000",""
"C0X110","2020-02-12 18:00:00","20.000","223.000","3.200","25.300","0.700","1013.900","","0.000","-99.000","-99.000","-99.000","26.300","","18.500",""
"C0V310","2020-02-12 18:00:00","46.000","245.000","1.600","25.900","0.530","1009.800","","0.000","-99.000","-99.000","-99.000","31.200","","17.000",""
"C0G620","2020-02-12 18:00:00","110.000","318.000","0.900","21.300","0.670","1003.500","","0.000","-99.000","-99.000","-99.000","29.800","","15.400",""
"C0AD50","2020-02-12 18:00:00","84.000","0.000","0.100","23.000","0.570","1007.800","","0.000","-99.000","-99.000","-99.000","27.200","","14.400",""
"C0A9A0","2020-02-12 18:00:00","24.000","269.000","0.800","22.000","0.600","1014.400","","0.000","-99.000","-99.000","-99.000","27.600","","15.700",""
"C0O830","2020-02-12 18:00:00","127.000","164.000","1.600","25.300","0.600","1001.700","","0.000","-99.000","-99.000","-99.000","31.500","","15.400",""
"C0S760","2020-02-12 18:00:00","1621.000","230.000","0.400","12.400","1.000","843.200","","0.500","-99.000","-99.000","-99.000","15.400","","7.900",""
"C0X160","2020-02-12 18:00:00","26.000","205.000","2.200","26.100","0.660","1013.300","","0.000","-99.000","-99.000","-99.000","28.100","","17.700",""
"C0C490","2020-02-12 18:00:00","157.000","0.000","0.200","21.500","0.580","999.100","","0.000","-99.000","-99.000","-99.000","27.200","","14.800",""
"C0F970","2020-02-12 18:00:00","145.000","335.000","1.600","23.000","0.560","999.100","","0.000","-99.000","-99.000","-99.000","28.300","","16.200",""
"C0R440","2020-02-12 18:00:00","1654.000","111.000","3.700","12.900","1.000","837.400","","1.000","8.900","114.000","","13.500","","8.300",""
"C0M690","2020-02-12 18:00:00","33.000","242.000","3.900","25.800","0.610","1011.200","","0.000","-99.000","-99.000","-99.000","29.500","","16.200",""
"C0V690","2020-02-12 18:00:00","30.000","163.000","5.900","25.400","0.750","1013.200","","0.000","11.900","156.000","","27.500","","19.500",""
"C0Z210","2020-02-12 18:00:00","126.000","121.000","1.000","21.400","0.860","1004.800","","0.000","-99.000","-99.000","-99.000","25.700","","14.500",""
"C0U770","2020-02-12 18:00:00","5.000","157.000","4.500","23.000","0.830","1017.600","","5.500","-99.000","-99.000","-99.000","25.100","","15.700",""
"C0Z080","2020-02-12 18:00:00","298.000","230.000","0.300","20.700","0.820","984.000","","0.000","-99.000","-99.000","-99.000","28.000","","13.800",""
"C0G640","2020-02-12 18:00:00","17.000","6.000","0.700","20.800","0.700","1017.300","","0.000","-99.000","-99.000","-99.000","26.000","","15.100",""
"C0X200","2020-02-12 18:00:00","61.000","178.000","1.700","25.500","0.640","1008.600","","0.000","-99.000","-99.000","-99.000","28.900","","15.300",""
"C0U900","2020-02-12 18:00:00","63.000","357.000","2.700","23.000","0.730","1011.600","","0.000","-99.000","-99.000","-99.000","25.100","","15.600",""
"C0Z230","2020-02-12 18:00:00","31.000","193.000","7.000","22.600","0.820","1015.000","","1.000","-99.000","-99.000","-99.000","24.800","","17.600",""
"C0F9O0","2020-02-12 18:00:00","175.000","0.000","0.100","22.400","0.600","996.600","","0.000","-99.000","-99.000","-99.000","27.900","","16.400",""
"C0C540","2020-02-12 18:00:00","46.000","44.000","0.600","20.600","0.650","1012.000","","0.000","-99.000","-99.000","-99.000","26.600","","15.300",""
"C0G770","2020-02-12 18:00:00","15.000","9.000","0.900","22.500","0.640","1014.700","","0.000","-99.000","-99.000","-99.000","27.300","","16.600",""
"C0V670","2020-02-12 18:00:00","20.000","162.000","5.500","26.200","0.630","1013.300","","0.000","10.800","184.000","","28.900","","19.200",""
"C0A870","2020-02-12 18:00:00","685.000","104.000","3.500","18.100","0.890","938.300","","0.000","-99.000","-99.000","-99.000","23.500","","14.700",""
"C0R220","2020-02-12 18:00:00","23.000","186.000","3.200","25.700","0.700","1013.100","","0.000","9.100","198.000","","29.100","","17.400",""
"C0Z220","2020-02-12 18:00:00","589.000","0.000","0.100","18.200","0.990","952.700","","0.000","-99.000","-99.000","-99.000","23.600","","13.200",""
"C0D560","2020-02-12 18:00:00","147.000","0.000","0.000","22.200","0.560","1000.700","","0.000","-99.000","-99.000","-99.000","27.500","","16.100",""
"C0I380","2020-02-12 18:00:00","258.000","264.000","0.900","24.200","0.600","986.100","","0.000","-99.000","-99.000","-99.000","28.900","","14.400",""
"C0Z020","2020-02-12 18:00:00","211.000","203.000","5.300","21.500","0.990","993.100","","0.000","-99.000","-99.000","-99.000","24.700","","14.300",""
"C0Z190","2020-02-12 18:00:00","62.000","303.000","2.000","20.000","1.000","1010.900","","14.000","-99.000","-99.000","-99.000","24.900","","19.500",""
"C0C710","2020-02-12 18:00:00","143.000","0.000","0.000","20.900","0.640","1001.000","","0.000","-99.000","-99.000","-99.000","25.900","","11.900",""
"C0D360","2020-02-12 18:00:00","523.000","0.000","0.000","19.400","0.750","956.400","","0.000","-99.000","-99.000","-99.000","25.500","","12.500",""
"C0C680","2020-02-12 18:00:00","228.000","350.000","1.900","21.100","0.530","989.100","","0.000","-99.000","-99.000","-99.000","25.900","","15.000",""
"C0V710","2020-02-12 18:00:00","34.000","181.000","4.000","25.500","0.670","1011.700","","0.000","10.900","180.000","","28.700","","19.500",""
"C0G840","2020-02-12 18:00:00","32.000","0.000","0.000","22.900","0.640","1012.700","","0.000","-99.000","-99.000","-99.000","29.400","","15.800",""
"C0S890","2020-02-12 18:00:00","238.000","191.000","0.700","21.500","0.870","994.300","","0.000","-99.000","-99.000","-99.000","25.700","","14.600",""
"C0T820","2020-02-12 18:00:00","550.000","0.000","0.000","18.100","0.840","959.500","","0.000","-99.000","-99.000","-99.000","24.000","","11.400",""
"C0F9I0","2020-02-12 18:00:00","194.000","6.000","1.400","20.800","0.650","994.300","","0.000","-99.000","-99.000","-99.000","26.000","","16.200",""
"C0C650","2020-02-12 18:00:00","208.000","0.000","0.000","20.500","0.610","993.200","","0.000","-99.000","-99.000","-99.000","25.500","","15.000",""
"C0R600","2020-02-12 18:00:00","766.000","12.000","2.600","21.900","0.750","930.200","","0.000","-99.000","-99.000","-99.000","25.000","","16.400",""
"C0Z320","2020-02-12 18:00:00","646.000","234.000","0.800","16.300","0.950","945.600","","0.000","-99.000","-99.000","-99.000","23.100","","10.900",""
"C0V210","2020-02-12 18:00:00","734.000","212.000","1.600","22.200","0.540","935.200","","0.000","-99.000","-99.000","-99.000","26.900","","12.900",""
"C0K240","2020-02-12 18:00:00","1132.000","289.000","2.200","16.200","0.940","895.200","","0.000","-99.000","-99.000","-99.000","23.400","","13.200",""
"C0M520","2020-02-12 18:00:00","15.000","215.000","2.800","24.900","0.670","1013.600","","0.000","-99.000","-99.000","-99.000","29.200","","16.000",""
"C0A530","2020-02-12 18:00:00","300.000","0.000","0.000","20.300","0.930","983.200","","0.000","-99.000","-99.000","-99.000","26.700","","12.500",""
"C0E820","2020-02-12 18:00:00","220.000","15.000","0.300","19.500","0.730","992.000","","0.000","-99.000","-99.000","-99.000","24.900","","13.300",""
"C0G760","2020-02-12 18:00:00","53.000","288.000","1.200","23.500","0.620","1012.800","","0.000","-99.000","-99.000","-99.000","28.300","","16.000",""
"CM0120","2020-02-12 18:00:00","4.000","337.000","0.800","22.900","0.710","1015.800","","0.000","-99.000","-99.000","-99.000","25.500","","16.800",""
"C0Z290","2020-02-12 18:00:00","946.000","174.000","0.700","16.100","0.990","913.700","","0.000","-99.000","-99.000","-99.000","19.200","","12.000",""
"C0V680","2020-02-12 18:00:00","40.000","183.000","4.500","25.800","0.660","1010.900","","0.000","12.000","183.000","","29.000","","17.900",""
"C0F9U0","2020-02-12 18:00:00","74.000","52.000","1.000","24.200","0.510","1007.900","","0.000","-99.000","-99.000","-99.000","28.400","","18.000",""
"C0AI10","2020-02-12 18:00:00","76.000","237.000","0.600","22.100","0.780","1008.100","","0.000","-99.000","-99.000","-99.000","27.600","","15.100",""
"C0V530","2020-02-12 18:00:00","34.000","175.000","2.000","25.700","0.590","1011.600","","0.000","-99.000","-99.000","-99.000","28.600","","16.900",""
"C0R550","2020-02-12 18:00:00","38.000","178.000","6.500","25.900","0.610","1011.800","","0.000","-99.000","-99.000","-99.000","29.500","","17.300",""
"C0F9L0","2020-02-12 18:00:00","253.000","66.000","1.200","21.700","0.620","987.500","","0.000","-99.000","-99.000","-99.000","26.100","","15.500",""
"C0A950","2020-02-12 18:00:00","60.000","252.000","3.000","18.800","0.900","1010.900","","0.000","-99.000","-99.000","-99.000","23.700","","17.400",""
"C0R160","2020-02-12 18:00:00","45.000","182.000","2.500","25.500","0.700","1009.900","","0.000","-99.000","-99.000","-99.000","29.100","","16.500",""
"C0F9S0","2020-02-12 18:00:00","43.000","334.000","1.800","23.900","0.530","1011.800","","0.000","-99.000","-99.000","-99.000","28.200","","17.300",""
"C0M820","2020-02-12 18:00:00","980.000","204.000","1.600","19.300","0.610","908.900","","0.000","-99.000","-99.000","-99.000","23.100","","13.500",""
"C0G870","2020-02-12 18:00:00","12.000","24.000","1.800","21.300","0.700","1016.000","","0.000","-99.000","-99.000","-99.000","25.800","","15.400",""
"C0R530","2020-02-12 18:00:00","16.000","151.000","7.400","24.200","0.670","1013.800","","0.000","12.800","147.000","","26.500","","17.100",""
"C0O840","2020-02-12 18:00:00","134.000","229.000","1.900","25.000","0.550","998.700","","0.000","-99.000","-99.000","-99.000","28.700","","16.300",""
"C0A890","2020-02-12 18:00:00","40.000","0.000","0.000","-99.000","0.810","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-12 18:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-02-12 18:00:00","725.000","170.000","2.300","17.300","0.990","937.500","","0.500","-99.000","-99.000","-99.000","22.800","","14.400",""
"C0R270","2020-02-12 18:00:00","51.000","146.000","6.200","23.900","0.840","1009.000","","0.000","13.200","126.000","","29.100","","18.800",""
"C0T9I0","2020-02-12 18:00:00","152.000","186.000","2.600","21.500","0.830","1001.800","","0.000","-99.000","-99.000","-99.000","24.800","","16.700",""
"C0V760","2020-02-12 18:00:00","30.000","179.000","2.300","26.300","0.620","1012.800","","0.000","-99.000","-99.000","-99.000","30.000","","18.100",""
"C0AG90","2020-02-12 18:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R570","2020-02-12 18:00:00","37.000","49.000","3.600","26.100","0.640","1010.100","","0.000","-99.000","-99.000","-99.000","28.800","","17.500",""
"C0O900","2020-02-12 18:00:00","9.000","214.000","3.000","25.700","0.750","1014.800","","0.000","-99.000","-99.000","-99.000","30.200","","15.900",""
"C0AD00","2020-02-12 18:00:00","86.000","51.000","1.500","20.600","0.720","1007.500","","0.000","-99.000","-99.000","-99.000","24.300","","15.800",""
"C0V700","2020-02-12 18:00:00","24.000","189.000","3.000","25.800","0.660","1012.200","","0.000","11.300","199.000","","28.200","","20.000",""
"C0AH00","2020-02-12 18:00:00","38.000","89.000","1.400","21.700","0.650","1012.500","","0.000","-99.000","-99.000","-99.000","27.600","","14.500",""
"C0X080","2020-02-12 18:00:00","2.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G910","2020-02-12 18:00:00","42.000","344.000","1.500","23.700","0.490","1012.700","","0.000","-99.000","-99.000","-99.000","26.900","","16.800",""
"C0I480","2020-02-12 18:00:00","2165.000","174.000","0.400","9.900","0.800","791.200","","0.000","-99.000","-99.000","-99.000","15.400","","6.500",""
"C0A860","2020-02-12 18:00:00","362.000","265.000","0.400","17.800","0.880","975.900","","0.000","-99.000","-99.000","-99.000","25.200","","15.500",""
"C0U940","2020-02-12 18:00:00","25.000","121.000","1.900","22.800","0.780","1015.700","","0.000","-99.000","-99.000","-99.000","27.400","","14.900",""
"C0S970","2020-02-12 18:00:00","19.000","302.000","0.700","21.500","0.920","1016.300","","0.000","-99.000","-99.000","-99.000","25.400","","19.600",""
"C0V260","2020-02-12 18:00:00","126.000","205.000","1.400","25.000","0.630","1001.700","","0.000","-99.000","-99.000","-99.000","30.800","","15.800",""
"C0H990","2020-02-12 18:00:00","3076.000","213.000","6.600","4.800","0.900","707.600","","0.000","-99.000","-99.000","-99.000","7.700","","1.900",""
"C0F9K0","2020-02-12 18:00:00","30.000","27.000","1.500","20.900","0.690","1012.300","","0.000","-99.000","-99.000","-99.000","23.100","","16.600",""
"C0AH90","2020-02-12 18:00:00","660.000","0.000","0.000","16.500","0.930","945.900","","0.000","-99.000","-99.000","-99.000","22.800","","6.500",""
"C0W150","2020-02-12 18:00:00","42.000","165.000","0.600","19.900","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","22.100","","15.500",""
"C0W140","2020-02-12 18:00:00","21.000","95.000","1.500","18.300","0.730","1015.300","","0.000","-99.000","-99.000","-99.000","21.800","","13.300",""
"C0C680","2020-02-12 19:00:00","228.000","302.000","0.400","20.100","0.590","989.600","","0.000","-99.000","-99.000","-99.000","25.900","","15.000",""
"C0A560","2020-02-12 19:00:00","405.000","0.000","0.000","16.500","1.000","972.200","","0.000","-99.000","-99.000","-99.000","26.200","","9.700",""
"C0S950","2020-02-12 19:00:00","415.000","0.000","0.200","19.000","1.000","971.000","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0A880","2020-02-12 19:00:00","6.000","180.000","2.500","22.300","0.820","-99.000","","0.000","8.800","177.000","","25.300","","20.100",""
"C0I530","2020-02-12 19:00:00","3014.000","-99.000","-99.000","4.100","0.980","703.200","","0.000","-99.000","-99.000","-99.000","7.300","","1.300",""
"C0M670","2020-02-12 19:00:00","43.000","3.000","2.000","23.600","0.660","1011.300","","0.000","-99.000","-99.000","-99.000","29.900","","16.600",""
"C0Z061","2020-02-12 19:00:00","174.000","148.000","1.200","21.800","0.860","1001.100","","0.000","-99.000","-99.000","-99.000","26.900","","14.400",""
"C0M730","2020-02-12 19:00:00","40.000","1.000","0.500","26.000","0.600","1011.200","","0.000","-99.000","-99.000","-99.000","29.900","","16.900",""
"C0U750","2020-02-12 19:00:00","398.000","188.000","4.300","18.600","1.000","972.500","","0.000","-99.000","-99.000","-99.000","21.300","","16.100",""
"C0A650","2020-02-12 19:00:00","287.000","0.000","0.000","16.900","0.990","985.100","","0.000","-99.000","-99.000","-99.000","25.700","","11.100",""
"C0K400","2020-02-12 19:00:00","65.000","357.000","1.700","23.200","0.630","1010.000","","0.000","-99.000","-99.000","-99.000","28.100","","16.200",""
"C0I370","2020-02-12 19:00:00","671.000","36.000","0.600","19.100","0.660","942.600","","0.000","-99.000","-99.000","-99.000","26.000","","12.600",""
"C0S750","2020-02-12 19:00:00","2280.000","291.000","0.900","8.200","0.990","777.000","","0.500","-99.000","-99.000","-99.000","15.700","","6.800",""
"C0R650","2020-02-12 19:00:00","29.000","205.000","4.100","25.700","0.630","1013.300","","0.000","10.400","194.000","","29.000","","16.700",""
